,date,Count,VWAP,season,RSI_30,ATR_30,DEMA_30,RSI_120,ATR_120,DEMA_120,RSI_240,ATR_240,DEMA_240,SMA_30,return_30,SMA_120,return_120,SMA_240,return_240,HL,OC,lower_shadow,upper_shadow,Target
15,2021-01-01 15:00:00,9484.0,346.32077,1.0,43.12741,1.3563344,345.3894,45.579594,1.408583,346.1952,48.00371,1.3667076,347.49963,0.0006816207,-0.0034843087,0.0075288564,-0.009337366,0.008991184,-0.008462727,0.41872317,0.0,-0.30786318,-1.2207344,-0.0015911673
16,2021-01-01 16:00:00,7915.0,345.3747,1.0,48.246056,1.2550008,345.27664,45.740868,1.3346677,344.99567,48.350708,1.3422914,345.9637,0.0008229929,-0.0006854534,0.0026241632,-0.008866668,0.0072246906,-0.006812513,0.03922893,0.0,-0.8362809,-0.51081544,-0.003344212
17,2021-01-01 17:00:00,9633.0,342.90924,1.0,42.55403,1.6153371,341.34048,45.213512,1.4068347,342.19467,45.393227,1.4077089,343.54633,0.00058618624,-0.004327178,0.0076515954,-0.010583639,0.012978907,-0.01982218,0.32208702,-1.7525012,-0.3331331,-0.71336985,-0.006693624
18,2021-01-01 18:00:00,20853.0,339.51355,1.0,50.091484,2.0273347,337.19257,43.93125,1.645918,337.96628,44.670143,1.4902929,339.85815,-0.0026872999,0.000118136406,0.0077739805,-0.018471599,0.014633381,-0.027174532,0.3852632,0.0,-0.7339463,-0.2169221,0.0042739
19,2021-01-01 19:00:00,7212.0,337.90088,1.0,48.631268,1.351002,337.96173,46.209824,1.5895011,336.76175,45.771713,1.4981679,337.49298,-0.001071481,-0.0005174279,0.0017706001,-0.010791957,0.010207677,-0.021261334,0.13101432,-4.3810506,-0.49432033,-0.6587717,-0.0019306175
20,2021-01-01 20:00:00,4978.0,339.524,1.0,54.471832,1.2603353,339.73074,51.728386,1.3513352,338.73004,46.623898,1.4986266,337.8498,-0.00016517822,0.0012111664,-0.0029641832,0.0028272867,0.000984282,-0.015696526,0.24685912,0.0,-0.62081516,-0.3113153,0.00026758487
21,2021-01-01 21:00:00,5546.0,339.41565,1.0,45.979156,1.473999,339.1345,52.487152,1.3633347,339.21402,48.349697,1.4764179,338.2105,0.00074038625,-0.0019665956,0.0005935498,0.0037026405,-0.0006656723,-0.0071293116,0.113324314,0.0,-0.5378811,-0.71330756,-6.5617365e-05
22,2021-01-01 22:00:00,3100.0,339.95303,1.0,43.51579,1.3799998,340.1773,50.762646,1.366834,339.93686,51.284637,1.3590846,338.88446,8.8381385e-05,-0.0024041533,-0.00086769,0.0010575056,-0.0024425855,0.0038877726,0.26237833,-3.2194252,-1.0308897,-0.101644285,-0.0018302215
23,2021-01-01 23:00:00,6684.0,340.29825,1.0,58.845245,1.5296682,341.28482,55.267265,1.3675014,340.90228,53.925045,1.365418,339.8537,-0.0026022252,0.005890608,-0.0053070094,0.008369327,-0.0065091206,0.012102962,0.37843058,-0.7985484,-0.9588556,-0.4673217,0.0026435116
24,2021-01-02 00:00:00,15655.0,338.45145,1.0,56.216793,1.551,337.48175,47.063393,1.6166667,338.44467,48.27342,1.4917504,338.75385,0.002566576,0.0033860207,0.007500777,-0.008368254,0.007532304,-0.00731951,0.488583,0.0,-0.45941535,-0.3285024,-0.00083815336
25,2021-01-02 01:00:00,11533.0,337.09293,1.0,69.962685,1.5643351,340.55194,48.737083,1.7005833,338.25177,50.938858,1.5340424,338.07547,-0.0049157403,0.012298942,-0.0073921722,-0.003912151,-0.004396259,0.004424453,0.5306354,-1.9902759,-0.4807052,-0.056562603,-0.0031944318
26,2021-01-02 02:00:00,10804.0,340.1248,1.0,30.197987,1.4753326,338.6108,51.010925,1.5546662,339.64627,48.808277,1.5856664,339.0949,0.004980679,-0.009686053,0.0030358701,0.0023013353,0.0041116937,-0.0060861707,0.35064483,-1.427157,-0.8266786,-0.29774225,0.0049759997
27,2021-01-02 03:00:00,4580.0,339.32315,1.0,49.29432,1.0926687,339.30243,48.11203,1.3824155,339.4561,48.51512,1.5414995,339.21347,-0.0010526553,-0.00014483929,0.00021130584,-0.0032330751,-0.0019806435,-0.00713259,-0.07257857,0.0,-1.0690844,-0.5562873,-0.0035903263
28,2021-01-02 04:00:00,5659.0,339.6794,1.0,47.79928,1.3323313,339.80722,53.89687,1.2530836,339.79828,52.14017,1.4038749,339.53055,0.000108238935,-0.0008428693,-0.0008352417,0.0056893826,-0.0017368718,0.008003831,0.2151035,-1.309374,-1.0216919,-0.4942703,0.0066843354
29,2021-01-02 05:00:00,6220.0,341.2398,1.0,59.578285,1.3880016,342.03763,55.818634,1.3169167,341.55557,51.86271,1.3496661,340.84818,-0.0037682396,0.004342437,-0.006857451,0.009477854,-0.008018488,0.006214142,0.5306354,-1.3470361,-0.25813434,-0.40419945,0.0030037134
30,2021-01-02 06:00:00,9214.0,342.11313,1.0,63.262436,1.429004,344.25525,58.278522,1.3885002,343.21112,56.24304,1.3207918,342.326,-0.0039189165,0.0068454742,-0.00755445,0.013852596,-0.01102079,0.019620776,0.3576693,-4.3810506,-0.47000363,-0.2325874,0.0016032694
31,2021-01-02 07:00:00,7803.0,343.45132,1.0,45.145374,1.3276713,343.26767,50.129826,1.377252,343.85022,52.92882,1.3470843,343.49203,0.0006113542,-0.0019958615,0.0003552536,0.00021624565,-0.0033584759,0.009696126,-0.051280446,-2.8134515,-1.2849213,-0.48883215,-0.002703159
32,2021-01-02 08:00:00,6954.0,341.51566,1.0,50.13052,1.1536632,340.94135,43.892334,1.2932506,341.74194,51.043137,1.3408754,342.52863,0.0007442856,4.506111e-05,0.0046714544,-0.010199666,0.0036719537,0.0035116673,0.13975663,-4.3172746,-0.89158916,-0.31930476,0.0029369767
33,2021-01-02 09:00:00,9418.0,340.97845,1.0,38.762318,1.2599467,340.20325,42.33898,1.2275689,340.67905,46.144268,1.3024104,341.53842,0.007349818,-0.0059013963,0.008516811,-0.013364494,0.011211206,-0.013151109,0.47000742,0.0,-0.5738462,-0.67338526,0.004463646
34,2021-01-02 10:00:00,30495.0,345.6178,1.0,31.977142,2.0056672,345.1444,51.683784,1.53417,345.54227,49.044003,1.4137102,344.3336,0.010788685,-0.022192001,0.00032730153,0.0055440664,-0.0002702488,-0.004712105,0.78390265,0.0,-0.36528298,-0.18150403,-0.005608151
35,2021-01-02 11:00:00,11459.0,342.88724,1.0,54.88527,1.3440022,342.61652,54.239227,1.6641843,343.2783,50.205845,1.4458766,343.64355,-0.0026797233,0.0025991201,0.0020683643,0.01461935,-0.0019731275,0.001059413,0.23111945,-2.4361863,-1.1631508,-0.15080443,0.004503911
36,2021-01-02 12:00:00,28502.0,349.39697,1.0,64.35284,1.9373332,353.36392,60.344326,1.6702504,350.09018,55.95707,1.6022103,347.86642,-0.008481146,0.015205383,-0.023785122,0.032992244,-0.027703403,0.038719177,0.56531936,-0.19235711,-0.6491467,-0.8855043,-0.004212434
37,2021-01-02 13:00:00,23041.0,353.838,1.0,52.337223,1.6693329,354.37592,58.89412,1.7876666,355.00043,56.63139,1.7259254,352.79126,-0.00054925814,0.0013765097,-0.008544902,0.031959534,-0.018755158,0.047046065,0.27763727,-0.780869,-1.0105639,-0.6971836,-0.0023883595
38,2021-01-02 14:00:00,15232.0,351.96616,1.0,70.419785,1.5286641,352.0738,48.079628,1.595916,352.92615,54.71958,1.6330832,353.1919,-0.0023298962,0.011213422,0.00067396445,-0.0050227046,-0.0090915905,0.027803898,0.058266602,-2.683423,-0.7765474,-0.63171864,-0.002448174
39,2021-01-02 15:00:00,14725.0,353.7539,1.0,51.643497,1.7799977,354.1626,50.296314,1.4849156,354.46997,55.402134,1.6362911,354.67596,-0.0005120092,0.0012836456,-0.0052037155,0.0007055998,-0.0072238734,0.032687664,0.7275374,-0.85799533,-0.064017825,-0.34534326,-0.007899253
40,2021-01-02 16:00:00,48011.0,355.78003,1.0,69.49577,2.535668,362.7002,60.312546,1.8556671,358.62906,55.22695,1.7257916,357.59512,-0.019196352,0.029969335,-0.028835703,0.038098216,-0.03244327,0.03288424,1.2029682,0.0,0.8611996,-0.5942037,-0.006983449
41,2021-01-02 17:00:00,19704.0,362.54047,1.0,43.871918,1.76067,361.70126,54.229763,2.141168,363.3486,52.811386,1.8130419,362.19308,0.0042441757,-0.004293382,-0.0030161396,0.01784885,-0.012832208,0.018567085,0.6626892,-0.24846293,-0.47804368,-0.61617035,-0.0022730944
42,2021-01-02 18:00:00,17330.0,360.7295,1.0,47.99794,1.474001,359.97647,44.35243,1.7819186,361.73193,53.06826,1.8187928,362.61847,0.001310422,-0.0012658834,0.0053735133,-0.016705096,-0.0034815816,0.020756721,0.45108032,-1.2448143,-0.36238495,-0.534438,-0.017458038
43,2021-01-02 19:00:00,10404.0,361.36884,1.0,42.896046,1.3253245,362.14948,51.211723,1.4094983,362.07193,53.138527,1.7753333,363.024,0.00051040755,-0.0030835867,-0.0024121476,0.002845049,-0.0041283653,0.020744681,0.24685912,-0.95021546,-1.0216919,-0.6285667,0.00013208498
44,2021-01-02 20:00:00,28795.0,354.64966,1.0,36.844753,1.6998881,350.9612,40.65776,1.509903,354.7504,42.445034,1.6459107,358.43802,0.012927276,-0.0130826235,0.027087772,-0.029991925,0.031773333,-0.046195984,1.1693817,0.0,0.20212339,-0.094306655,-0.009469012
45,2021-01-02 21:00:00,20734.0,352.06314,1.0,48.729145,0.99166363,352.0412,43.30155,1.5818214,351.29236,46.213036,1.49566,354.21823,-0.00026551393,-0.00063622,0.004829056,-0.02692604,0.015010633,-0.024157584,-0.5978592,-3.2840657,-1.4916278,-1.2465112,-0.006820069
46,2021-01-02 22:00:00,8664.0,352.65768,1.0,48.675716,0.8747793,353.69943,54.149654,1.1531662,351.7035,46.995667,1.3315346,352.5384,-0.00012935253,-0.00047159195,-0.0030684485,0.012167096,0.0058364314,-0.018189728,-0.5276389,0.0,-1.0498047,-1.6739764,-0.00010643083
47,2021-01-02 23:00:00,11341.0,353.5054,1.0,53.96694,0.871048,354.23904,53.24787,0.92527825,352.9646,46.631165,1.2535498,352.5176,-0.0019596575,0.001688242,-0.0053053712,0.0067515373,-0.003607479,-0.020356297,-0.22315882,-2.0404181,-0.75502,-1.6093769,0.011313865
48,2021-01-03 00:00:00,24508.0,358.76505,1.0,64.93415,1.5377818,365.90454,58.862812,1.2176898,361.87372,56.665985,1.185428,358.145,0.00019025532,0.017801404,-0.018726869,0.029408097,-0.025137791,0.04193294,0.10434682,-1.3000361,-1.0078847,-0.7497744,-0.007003374
49,2021-01-03 01:00:00,13381.0,362.26688,1.0,42.036205,0.8115316,361.69644,55.35644,1.2363784,363.36963,54.582672,1.0808283,361.4045,0.0017660912,-0.004271984,0.00024430206,0.019079328,-0.011841938,0.02595973,-0.07257857,0.0,-1.6928713,-0.92635095,-0.007393747
50,2021-01-03 02:00:00,10095.0,360.17142,1.0,37.554832,0.7530019,359.54507,42.977726,0.8722165,360.98227,53.03822,1.0449531,361.27206,0.0030010785,-0.003888607,0.006655448,-0.013104856,0.00047937772,0.015917778,-0.13926767,0.0,-1.6476338,-1.0642073,-0.0061241705
51,2021-01-03 03:00:00,10737.0,357.9981,1.0,40.58093,0.84339803,356.65765,39.88586,0.7999738,357.78534,50.746326,1.0181762,359.34674,0.0043475567,-0.0039173365,0.008792661,-0.015006244,0.012137763,0.0037868023,-0.5798229,0.0,-1.7010319,-0.98082924,-0.00039633914
52,2021-01-03 04:00:00,8714.0,357.0229,1.0,77.29909,0.85333455,359.18884,52.54377,0.8695745,357.20923,47.692448,0.8708955,358.0957,-0.007152924,0.010631323,-0.0085656755,0.004674673,-0.0032970845,-0.008491337,-0.08336701,-1.6503325,-1.2106478,-0.8439162,-0.0052971905
53,2021-01-03 05:00:00,35112.0,362.0047,1.0,35.62116,1.4160014,360.41467,53.35903,1.2074002,361.34003,48.489746,1.003687,360.63965,0.0070187068,-0.010156333,0.0012480974,0.008940339,0.0005508817,-0.006200075,0.12222195,0.0,-0.5905615,-0.65008163,0.009733555
54,2021-01-03 06:00:00,22665.0,364.65073,1.0,43.098434,1.4546672,363.56796,52.282738,1.5396001,364.61966,52.368587,1.2045873,363.42603,0.002289324,-0.0066683292,-0.0016683262,0.008520126,-0.009304905,0.013234735,0.23900825,0.0,-0.44369268,-0.93735456,-0.00025872246
55,2021-01-03 07:00:00,26058.0,364.42133,1.0,46.04549,1.9160024,364.68335,53.633064,1.5420512,365.4391,53.516632,1.3747257,364.88403,0.004739553,-0.0037754178,0.0015534197,0.012972355,-0.005010357,0.022028685,0.90826297,0.0,-0.3543061,0.4043659,0.0027788435
56,2021-01-03 08:00:00,22482.0,363.7352,1.0,67.94837,1.791335,368.92575,56.392868,1.6626681,366.31265,54.13375,1.6011341,365.78693,-0.010167844,0.020028234,-0.01633784,0.019385338,-0.018495556,0.028070688,1.1631451,0.59001535,-0.39156976,-0.32854477,0.0088261245
57,2021-01-03 09:00:00,64453.0,380.16757,1.0,72.25523,2.1470032,386.8406,62.964237,2.1681178,382.39877,59.36079,1.8550845,377.19238,-0.019303234,0.032467723,-0.044794753,0.07263732,-0.055532508,0.086552024,0.99325633,0.28367627,-0.2718174,-0.4942703,0.0062452196
58,2021-01-03 10:00:00,46008.0,389.01413,1.0,57.93676,1.8008687,391.55933,57.631413,2.4548345,392.11502,57.259632,2.0587513,387.7554,-0.0022230505,0.009462118,-0.013451649,0.052924633,-0.039616354,0.073335886,0.19885185,0.0,-0.6424522,-0.46202773,-0.0040921746
59,2021-01-03 11:00:00,24592.0,390.77258,1.0,51.848656,1.8149984,390.2155,49.7519,2.1179883,393.4911,56.434635,2.143053,392.8395,0.0016097471,0.0019544363,0.0014529162,-0.0012662411,-0.02106539,0.07127917,0.41870314,0.0,-0.6424522,-0.0141066,0.011062046
60,2021-01-03 12:00:00,19502.0,391.29028,1.0,46.751255,1.8006663,390.9917,50.66163,1.8278091,393.3058,54.936176,2.141322,394.9002,-0.0007201954,-0.0028225183,-9.130695e-05,0.0027477741,-0.008123159,0.055817842,0.28516886,-1.309261,-0.4970758,-0.79482526,0.0050330437
61,2021-01-03 13:00:00,45449.0,399.69562,1.0,42.830772,3.3930013,401.32047,53.698654,2.2634554,401.0941,51.737747,2.190722,400.64334,0.011451173,-0.014078021,-0.0047235154,0.019141436,-0.011039914,0.017850995,1.3660951,0.0,0.08986323,-0.26658458,-0.0016569734
62,2021-01-03 14:00:00,47213.0,395.3772,1.0,41.060165,3.1139984,393.53854,51.20012,2.9232504,397.78372,50.987698,2.3755298,400.22607,0.0057320963,-0.013716936,0.007816957,0.0076295137,7.72835e-05,0.010398269,1.0749999,-0.22816867,0.29118544,-0.22816867,0.0033164881
63,2021-01-03 15:00:00,37418.0,392.3898,1.0,67.654045,2.6470032,397.4638,50.349,3.0471666,394.44705,51.877495,2.655311,397.51614,-0.009697706,0.02633524,-0.008776381,0.0021115541,-0.0077985316,0.021293402,0.7608127,0.0,-0.29774225,-0.31469572,0.021452917
64,2021-01-03 16:00:00,66842.0,408.2242,1.0,29.221338,3.7273996,402.6363,50.29447,3.3607001,406.82278,50.701862,3.1419752,405.60492,0.029088184,-0.0400908,0.012615435,0.0022722483,0.009073766,0.009919167,1.6272771,0.0,0.891999,0.1621145,0.010578412
65,2021-01-03 17:00:00,31015.0,403.01575,1.0,48.770584,2.0475333,405.09872,51.640835,3.1443508,405.18546,51.057205,3.0957587,405.9159,0.0049041607,-0.0014134645,0.0058223936,0.012021184,-0.0073640756,0.01415813,0.92028666,0.0,0.09167477,-0.116551645,0.00018355253
66,2021-01-03 18:00:00,21140.0,399.1196,1.0,53.069763,1.9768351,398.175,52.024643,2.3043597,400.04785,50.96096,2.83253,403.1418,-0.0023438944,0.0032531023,0.0054083522,0.0097670555,0.004114618,0.012061477,0.09531573,0.0,-0.6733254,-0.534438,-0.003980186
67,2021-01-03 19:00:00,13213.0,395.38324,1.0,58.26515,1.4637492,395.06448,45.928112,1.7462087,394.89465,49.688313,2.4452796,398.615,-0.005078526,0.0062283278,0.002948204,-0.015306473,0.012202744,-0.0034692287,0.20702311,-0.93145025,-0.9996412,-0.75924945,0.0022409484
68,2021-01-03 20:00:00,18683.0,404.60263,1.0,41.820652,1.7550008,405.90872,54.734165,1.611191,403.93726,53.180687,1.9577754,402.83142,-0.00047468,-0.006291926,-0.0146309985,0.016830683,-0.012932162,0.026762128,-0.06187281,-1.6348747,-1.0738959,-0.90794855,-0.0004144666
69,2021-01-03 21:00:00,11958.0,407.36737,1.0,53.708344,1.5831136,408.84335,59.448856,1.5826198,408.3045,51.985676,1.6644142,406.56226,0.0009224897,0.0022796392,-0.0063811704,0.029277325,-0.015980676,0.013522744,0.32929236,-2.4652045,-1.0593541,-0.042580843,0.0021109527
70,2021-01-03 22:00:00,17949.0,411.10028,1.0,54.072205,2.3130035,412.1944,57.29544,1.5787174,412.06686,55.887657,1.5949541,410.40604,-0.005744358,0.0042117834,-0.013693918,0.020899773,-0.024248637,0.038082242,1.1184142,0.048778534,-0.022748247,0.03198423,0.0067937956
71,2021-01-03 23:00:00,40680.0,421.17953,1.0,53.9107,3.9202678,425.40564,57.39192,2.4441063,424.6238,58.140186,2.0133631,420.1922,0.0055536386,0.00889492,-0.019051457,0.03891778,-0.031326734,0.06933439,1.0188434,0.13104111,-0.406488,-0.03667513,-0.010751669
72,2021-01-04 00:00:00,26650.0,422.03882,1.0,48.32963,2.2129343,420.293,52.964367,2.835301,423.46997,54.302906,2.207009,423.28336,-0.006433925,-0.0016238093,-0.00070987904,0.018597126,-0.016205693,0.03988552,0.37157196,0.0,-0.39795554,-0.62548167,-0.0002542965
73,2021-01-04 01:00:00,19592.0,420.51483,1.0,65.13843,2.1063986,420.53983,48.615116,2.3182487,420.5953,53.150795,2.3811774,422.7317,-0.006924276,0.015298247,-0.0016404545,-0.006562352,-0.007106017,0.032099962,0.92028666,-2.1776123,0.31482944,0.026322857,0.0037130802
74,2021-01-04 02:00:00,14714.0,421.7181,1.0,66.3272,1.6190013,423.57468,51.545753,1.9456152,422.38828,52.443855,2.390458,423.78607,-0.0061069466,0.00958097,-0.00862017,0.005517721,-0.007406782,0.024217486,0.47624403,-0.8301724,-0.52083445,-0.5446977,-0.004636286
75,2021-01-04 03:00:00,23096.0,426.98758,1.0,70.78613,2.351002,432.62125,59.74594,1.9058508,429.475,53.00163,2.1120498,428.3474,-0.008395898,0.020090818,-0.021302994,0.030235171,-0.026121566,0.023474336,0.9202745,0.0,0.4120959,-0.06989136,-0.011397991
76,2021-01-04 04:00:00,26849.0,434.14285,1.0,58.052727,2.572048,436.77145,57.66853,2.4007635,436.01224,54.8414,2.1731894,434.33902,-0.0079065785,0.00821054,-0.015463527,0.031734705,-0.027288562,0.037427425,0.88788825,-1.3763343,0.06062462,0.108845636,-0.005791711
77,2021-01-04 05:00:00,29393.0,437.02148,1.0,49.706314,2.7599945,441.6174,53.432922,2.731262,440.10446,55.91379,2.3185563,438.89877,-0.004470342,-0.0003491044,-0.0115753645,0.015968204,-0.024130361,0.046686172,0.9593563,0.0,-0.21068637,-0.0408309,0.0023259846
78,2021-01-04 06:00:00,51427.0,452.0915,1.0,49.5806,5.9813323,457.18317,56.244205,3.7434156,455.9035,56.831123,3.0720894,451.1307,0.008366817,-0.0008057952,-0.019259049,0.035734534,-0.03434533,0.06860316,1.6677103,-0.4080013,0.5951784,1.0373344,-0.00563567
79,2021-01-04 07:00:00,59478.0,432.75735,1.0,46.540874,4.197998,422.83783,46.92893,5.185332,434.35025,49.074673,3.958297,441.8986,-0.0015439427,-0.008669794,0.035406962,-0.028558493,0.026444681,-0.013046384,1.3244215,-0.36814535,0.015864698,0.71881586,-0.0030513383
80,2021-01-04 08:00:00,36748.0,426.8275,1.0,44.93827,3.7492654,418.24182,42.118923,4.3997326,422.18695,47.513287,4.071574,431.26288,-0.0018684968,-0.011413991,0.021220895,-0.07048023,0.038162954,-0.037264347,1.2029774,0.12222195,0.21672651,-0.042899344,-0.00067268685
81,2021-01-04 09:00:00,61968.0,407.20145,1.0,47.72576,6.348665,401.33197,43.68745,4.1398163,403.70853,45.418427,4.6625743,414.59247,-0.011866616,-0.007834792,0.02946465,-0.05273062,0.061254244,-0.0797832,2.1736157,0.0,1.855047,0.11867782,0.004480348
82,2021-01-04 10:00:00,66603.0,398.52844,1.0,57.675755,3.7636697,402.63046,45.56546,4.8154163,395.02744,43.91791,4.6075745,401.07156,-0.0031828454,0.018229961,0.0054729716,-0.046586573,0.038296852,-0.11378336,1.1410346,0.4637317,-0.6577697,0.021764597,-2.9014524e-05
83,2021-01-04 11:00:00,27162.0,397.82043,1.0,66.10884,1.8162984,401.90482,49.549744,3.380425,395.06277,46.55824,3.7601206,395.46832,-0.014125608,0.017314434,-0.014478797,-0.0038102865,0.009461702,-0.05633998,0.4120959,0.0,-0.6424522,-0.780869,0.00093830767
84,2021-01-04 12:00:00,25449.0,405.394,1.0,44.819344,2.607671,406.97656,50.936394,2.1839092,403.98627,47.23005,3.4996629,399.01907,0.008851474,-0.006546259,-0.004644392,0.0046339035,-0.0019046142,-0.042168498,1.3350059,-1.3783911,1.1079073,-0.6538889,0.007914083
85,2021-01-04 13:00:00,19930.0,401.8124,1.0,50.203403,1.4988455,402.28363,49.718594,1.9386128,401.82828,49.60563,2.659519,398.5384,-0.0034840042,0.00016343594,-0.0005592914,-0.0011826754,-0.006935585,-0.004988432,0.37843058,0.0,-0.48129764,-0.77217823,-0.0063719144
86,2021-01-04 14:00:00,21167.0,406.37912,1.0,64.84965,1.9860005,410.8188,55.69316,1.7413951,406.9541,53.00264,1.9626521,402.2907,-0.009800004,0.013228774,-0.020753272,0.021536827,-0.023191275,0.026270628,0.993245,-0.18154061,0.0,-0.14387347,-0.0041560754
87,2021-01-04 15:00:00,18388.0,408.504,1.0,24.173336,1.9190003,403.8843,49.895485,1.911351,407.59784,49.798416,1.924982,404.96017,0.006870216,-0.01998651,0.008518098,-0.00036162138,0.004160182,-0.0015438795,0.74194026,-0.97822845,0.17899469,-0.63863033,-0.002405443
88,2021-01-04 16:00:00,31818.0,394.71362,1.0,58.183983,1.7862223,395.90555,41.903393,2.111073,395.23563,48.167587,1.926234,397.5232,-0.008214289,0.007496834,0.009919711,-0.036020696,0.012878821,-0.0152596235,-0.0100602,0.0,-0.73400986,-1.2123903,0.002407552
89,2021-01-04 17:00:00,19570.0,394.0558,1.0,56.627644,1.5182699,393.68155,45.59629,1.9529717,392.6561,47.450184,1.9321613,394.03735,-0.005378095,0.0048737526,-0.0015636003,-0.020105422,0.013823605,-0.020459771,0.23111945,-2.0555592,-0.49432033,-0.65008163,-0.0007031362
90,2021-01-04 18:00:00,15033.0,398.57214,1.0,45.097366,1.2113373,398.6937,50.654625,1.5280838,397.47708,45.484863,1.8195784,395.82642,0.0015637317,-0.0031792521,-0.0041506183,0.0020929575,0.0018298839,-0.03400314,0.2151035,-1.1648123,-1.0788205,-0.53100675,-0.0007156726
