date,Count,HL,OC,upper_shadow,lower_shadow,VWAP,season,Target,Open
2018-01-01 18:00:00,-0.46701035,-0.272163,0.24563704,0.1340231,-0.5581294,-0.4889775,1.0,0.65037155,8.0019
2018-01-01 19:00:00,-0.46382058,-0.65253425,0.07989085,0.1340231,-0.5581294,-0.48848954,1.0,2.1088839,8.051
2018-01-01 20:00:00,-0.45608652,-0.28280246,-0.21382956,0.1340231,-0.5581294,-0.48772594,1.0,1.9277273,8.115
2018-01-01 21:00:00,-0.46229124,-0.32991695,0.2364965,0.1340231,-0.56315166,-0.48725453,1.0,1.2549119,8.192
2018-01-01 22:00:00,-0.45687303,-0.5278771,0.23945199,0.1340231,-0.56315166,-0.4866949,1.0,0.23206969,8.3008
2018-01-01 23:00:00,-0.4534211,-0.43349996,0.29243252,0.1340231,-0.56315166,-0.48653525,1.0,1.0527635,8.355
2018-01-02 00:00:00,-0.43358344,-0.79878026,-0.5941542,0.1340231,-0.56315166,-0.4853456,1.0,-1.4322549,8.45
2018-01-02 01:00:00,-0.4365547,-0.60064036,0.21186048,0.1340231,-0.5581294,-0.48557246,1.0,-0.0060914173,8.5807
2018-01-02 02:00:00,-0.38971335,-0.15242182,-0.614055,0.1340231,-0.56315166,-0.4859768,1.0,-2.735929,8.4707
2018-01-02 03:00:00,-0.42676696,-0.5233199,1.0776223,0.1340231,-0.56315166,-0.4861716,1.0,0.9486187,8.585
2018-01-02 04:00:00,-0.42755347,-0.064130776,0.7582295,0.1340231,-0.5581294,-0.4871717,1.0,0.88883346,8.3987
2018-01-02 05:00:00,-0.45184806,-0.26620385,0.50946313,0.1340231,-0.56315166,-0.48733142,1.0,-0.9913785,8.2472
2018-01-02 06:00:00,-0.4504935,-0.50201404,-0.29400876,0.1340231,-0.5581294,-0.4875368,1.0,-0.8391757,8.2463
2018-01-02 07:00:00,-0.46119887,-0.440812,0.09832909,0.1340231,-0.56315166,-0.48736495,1.0,0.19103569,8.2839
2018-01-02 08:00:00,-0.45691672,-0.49220276,0.5135372,0.1340231,-0.56315166,-0.4869825,1.0,2.1064491,8.31
2018-01-02 09:00:00,-0.4498818,-0.70946586,-0.8766104,0.1340231,-0.56315166,-0.48642972,1.0,0.83021075,8.3
2018-01-02 10:00:00,-0.4569604,-0.6858138,-0.82067865,0.1340231,-0.56315166,-0.48579443,1.0,-0.31187013,8.4527
2018-01-02 11:00:00,-0.45302784,-0.59184504,0.7990098,0.1340231,-0.5581294,-0.4861604,1.0,0.59520876,8.4942
2018-01-02 12:00:00,-0.4580965,-0.8395212,0.8405606,0.1340231,-0.5581294,-0.4859146,1.0,2.903239,8.4406
2018-01-02 13:00:00,-0.42200416,-0.52240795,-0.3283411,0.1340231,-0.5581294,-0.4852311,1.0,-1.1706985,8.4601
2018-01-02 14:00:00,-0.43349603,-0.58245903,0.9620106,0.1340231,-0.5581294,-0.4847272,1.0,0.29809508,8.69
2018-01-02 15:00:00,-0.4386958,-0.32543668,-0.12824333,0.1340231,-0.5581294,-0.48531428,1.0,1.2778692,8.576
2018-01-02 16:00:00,-0.42750978,-0.66143876,0.037289202,0.1340231,-0.56315166,-0.48487353,1.0,1.4401182,8.565
2018-01-02 17:00:00,-0.45582435,-0.49674824,0.6662327,0.1340231,-0.56315166,-0.4849153,1.0,0.81503594,8.568
2018-01-02 18:00:00,-0.40513778,0.04001503,-0.28402123,0.1340231,-0.5581294,-0.48438507,1.0,-1.021543,8.6501
2018-01-02 19:00:00,-0.35239756,0.26219586,0.18472737,0.1340231,-0.5581294,-0.48558018,1.0,-3.8521292,8.4859
2018-01-02 20:00:00,-0.32692322,0.2686051,0.095015205,0.1340231,-0.5581294,-0.4837354,1.0,-0.67423517,8.8888
2018-01-02 21:00:00,-0.4393949,-0.38227078,0.46460214,0.1340231,-0.5581294,-0.48367277,1.0,0.4391492,8.8467
2018-01-02 22:00:00,-0.44616768,-0.54915005,0.29724354,0.1340231,-0.5581294,-0.48298278,1.0,-2.13265,8.8152
2018-01-02 23:00:00,-0.44525006,-0.42805836,0.26057658,0.1340231,-0.56315166,-0.4833208,1.0,1.5376157,8.949
2018-01-03 00:00:00,-0.44603658,-0.69043654,-0.12290702,0.1340231,-0.56315166,-0.48370454,1.0,0.44366816,8.7151
2018-01-03 01:00:00,-0.44586182,-0.5257848,1.0577896,0.1340231,-0.5581294,-0.4838849,1.0,-2.748335,8.7864
2018-01-03 02:00:00,-0.42707282,-0.21970233,1.1957026,0.1340231,-0.5581294,-0.48507112,1.0,2.7945986,8.7011
2018-01-03 03:00:00,-0.43725383,-0.52946323,-0.37553328,0.1340231,-0.5581294,-0.4848804,1.0,0.34282994,8.5201
2018-01-03 04:00:00,-0.44424507,-0.32845125,0.38732946,0.1340231,-0.56315166,-0.4843805,1.0,1.2204722,8.69
2018-01-03 05:00:00,-0.448702,-0.3673669,0.32574093,0.1340231,-0.56315166,-0.48460916,1.0,0.32465646,8.64
2018-01-03 06:00:00,-0.45412022,-0.3530211,-0.23552102,0.1340231,-0.5581294,-0.4849623,1.0,-0.33945233,8.56
2018-01-03 07:00:00,-0.45473197,-0.4338271,0.5219924,0.1340231,-0.5581294,-0.48481405,1.0,-0.026455596,8.6569
2018-01-03 08:00:00,-0.4413612,-0.81936634,0.025906648,0.1340231,0.018465195,-0.48485315,1.0,-1.6158705,8.6193
2018-01-03 09:00:00,-0.4244948,-0.29234403,0.20550068,0.1340231,-0.5581294,-0.48507607,1.0,-1.6743541,8.626
2018-01-03 10:00:00,-0.4162801,-0.19168855,0.03146165,0.1340231,-0.5581294,-0.48649773,1.0,1.3035051,8.4998
2018-01-03 11:00:00,-0.44927004,-0.87585795,-0.5399812,0.1340231,-0.5581294,-0.48550802,1.0,0.32188547,8.4197
2018-01-03 12:00:00,-0.44765332,-0.47653982,-0.12171322,0.1340231,-0.5581294,-0.4849055,1.0,1.3942741,8.599
2018-01-03 13:00:00,-0.4170229,-0.7316368,-1.0536116,0.1340231,-0.5581294,-0.48453093,1.0,0.8972649,8.572
2018-01-03 14:00:00,-0.43804035,-0.39994264,0.91257244,0.1340231,-0.5581294,-0.48400903,1.0,0.5406342,8.7905
2018-01-03 15:00:00,-0.42305285,-0.47673735,0.6223895,0.1340231,-0.5581294,-0.48486945,1.0,-0.028407697,8.6301
2018-01-03 16:00:00,-0.44682312,-0.64931,0.59850204,0.1340231,-0.56315166,-0.48456055,1.0,0.12693383,8.622
2018-01-03 17:00:00,-0.440531,-0.84216464,-0.52809024,0.1340231,-0.5581294,-0.4837973,1.0,2.160166,8.7244
2018-01-03 18:00:00,-0.43721014,-0.26854655,-0.648207,0.1340231,-0.56315166,-0.48366588,1.0,-0.48612967,8.7499
2018-01-03 19:00:00,-0.4506246,-0.49858022,1.1742928,0.1340231,-0.5581294,-0.48327252,1.0,0.11818066,8.8909
2018-01-03 20:00:00,-0.45027503,-0.3706798,0.0041051027,0.1340231,-0.5581294,-0.48327667,1.0,1.0170866,8.804
2018-01-03 21:00:00,-0.46788424,-0.09264817,0.670849,0.1340231,-0.5581294,-0.4830771,1.0,-0.2826205,8.8199
2018-01-03 22:00:00,-0.45276567,-0.6276306,0.45214608,0.1340231,-0.56315166,-0.48263052,1.0,1.6624576,8.9369
2018-01-03 23:00:00,-0.41877073,-0.1968983,-1.0570735,0.1340231,-0.5581294,-0.48066306,1.0,-4.136302,8.999
2018-01-04 00:00:00,-0.42807782,0.2332595,0.6420829,0.1340231,-0.56315166,-0.48175925,1.0,-0.49786493,9.304
2018-01-04 01:00:00,-0.42226633,-0.32313973,-0.18022168,0.1340231,-0.5581294,-0.4835592,1.0,1.4840548,8.95
2018-01-04 02:00:00,-0.4105997,-0.115522325,-0.43624735,0.1340231,-0.5581294,-0.48151195,1.0,-0.73475057,8.8107
2018-01-04 03:00:00,-0.45263457,-2.224874,2.6785421,-18.672377,4.275102,-0.4804608,1.0,-0.60011315,9.2335
2018-01-04 04:00:00,-0.48566824,,,,,,,,
2018-01-04 05:00:00,-0.43707904,-0.14557795,0.53222287,0.1340231,-0.5581294,-0.4818138,1.0,3.6682281,9.2015
2018-01-04 06:00:00,-0.42860216,-0.56825596,-0.7781383,0.1340231,-0.56315166,-0.48138064,1.0,-0.10089231,8.9691
2018-01-04 07:00:00,-0.44118643,-0.25631377,0.45441946,0.1340231,-0.5581294,-0.48156747,1.0,0.38733104,9.0807
2018-01-04 08:00:00,-0.43515646,-0.36025748,0.077931166,0.1340231,-0.5581294,-0.4820989,1.0,2.9488637,9.089
2018-01-04 09:00:00,-0.4168918,-0.26983628,0.43743396,0.1340231,-0.56315166,-0.48236066,1.0,0.7551556,8.8557
2018-01-04 10:00:00,-0.43707904,-0.18731968,0.51088727,0.1340231,-0.5581294,-0.48274493,1.0,0.39543757,9.0592
2018-01-04 11:00:00,-0.44481313,-0.49477842,-0.74711835,0.1340231,-0.5581294,-0.4827425,1.0,-0.037283916,8.9
2018-01-04 12:00:00,-0.42418894,-0.27322623,0.43957964,0.1340231,-0.5581294,-0.48277366,1.0,0.8187002,8.96
2018-01-04 13:00:00,-0.44559965,-0.32827145,-0.2678821,0.1340231,-0.5581294,-0.4827107,1.0,0.13059546,8.8887
2018-01-04 14:00:00,-0.4374723,-0.26112878,0.100869395,0.1340231,-0.5581294,-0.48280007,1.0,1.3837059,8.92
2018-01-04 15:00:00,-0.4245385,-0.05423199,0.19819582,0.1340231,-0.56315166,-0.48211676,1.0,-0.8575498,8.9001
2018-01-04 16:00:00,-0.4198194,-0.20943257,0.022383539,0.1340231,-0.5581294,-0.4825792,1.0,1.2915416,8.98
2018-01-04 17:00:00,-0.43882686,-0.39902246,0.4375454,0.1340231,-0.5581294,-0.48235714,1.0,2.0618584,8.9377
2018-01-04 18:00:00,-0.42816523,-0.25774467,-0.8127168,0.1340231,-0.5581294,-0.48125705,1.0,0.68399805,8.9918
2018-01-04 19:00:00,-0.4245385,-0.08289642,0.5773663,0.1340231,-0.56315166,-0.48041472,1.0,0.18418708,9.3687
2018-01-04 20:00:00,-0.44586182,-0.05238072,0.28797293,0.1340231,-0.56315166,-0.4814187,1.0,1.5581475,9.1271
2018-01-04 21:00:00,-0.44271573,-0.402185,0.23282112,0.1340231,-0.5581294,-0.47989517,1.0,-0.8186577,9.235
2018-01-04 22:00:00,-0.44739115,-0.30876493,-0.62657714,0.1340231,-0.5581294,-0.48073554,1.0,-0.3613885,9.3104
2018-01-04 23:00:00,-0.45556217,-0.43374908,0.30853614,0.1340231,-0.5581294,-0.48124275,1.0,-1.7658453,9.1547
2018-01-05 00:00:00,-0.45010024,-0.48276296,-0.10118686,0.1340231,-0.5581294,-0.48159716,1.0,-0.27928942,9.135
2018-01-05 01:00:00,-0.46351472,-0.5041115,0.52860314,0.1340231,-0.5581294,-0.48139215,1.0,1.1292778,9.0727
2018-01-05 02:00:00,-0.45141113,-0.38357604,0.45343783,0.1340231,-0.56315166,-0.48118427,1.0,-0.9649163,9.0826
2018-01-05 03:00:00,-0.44638616,-0.21238682,0.48898247,0.1340231,-0.56315166,-0.48068735,1.0,1.2865888,9.16
2018-01-05 04:00:00,-0.43629253,-0.5273083,0.3140895,0.1340231,-0.5581294,-0.4800135,1.0,2.1864219,9.3003
2018-01-05 05:00:00,-0.45765954,-0.7287741,-0.28262502,0.1340231,-0.56315166,-0.47970176,1.0,1.725973,9.2249
2018-01-05 06:00:00,-0.41488183,-0.024740607,-0.9950546,0.1340231,-0.5581294,-0.4768791,1.0,6.056537,9.4
2018-01-05 07:00:00,-0.41929507,0.033441324,-0.11960409,0.1340231,-0.5581294,-0.47408295,1.0,2.4179564,10.0798
2018-01-05 08:00:00,-0.3613988,0.27130327,-0.9154498,0.1340231,-0.56315166,-0.46882206,1.0,-3.8374443,10.1305
2018-01-05 09:00:00,-0.34396437,0.75506425,1.0791068,0.1340231,-0.5581294,-0.4655253,1.0,-6.115352,12.0999
2018-01-05 10:00:00,-0.4032152,0.6259264,1.2823911,0.1340231,-0.5581294,-0.46537974,1.0,5.9282646,11.799
2018-01-05 11:00:00,-0.38862097,0.32016158,0.20476025,0.1340231,-0.5581294,-0.46231216,1.0,-8.461088,11.1579
2018-01-05 12:00:00,-0.38949487,0.5468257,0.55008316,0.1340231,-0.56315166,-0.45768207,1.0,6.503435,12.7379
2018-01-05 13:00:00,-0.4004187,0.46523055,0.47438872,0.1340231,-0.5581294,-0.4561975,1.0,4.5012174,12.1687
2018-01-05 14:00:00,-0.32552496,1.0483674,1.2711895,0.1340231,-0.5581294,-0.44942477,1.0,0.38201916,13.3899
2018-01-05 15:00:00,-0.3641079,0.8075359,1.1347499,0.1340231,-0.56315166,-0.45115736,1.0,-5.792928,13.7769
2018-01-05 16:00:00,-0.39884567,0.562676,0.56325835,0.1340231,-0.5581294,-0.45329422,1.0,-4.290071,13.6
2018-01-05 17:00:00,-0.43218517,0.5817253,0.30485973,0.1340231,-0.5581294,-0.45752722,1.0,9.811922,12.81
2018-01-05 18:00:00,-0.39740372,0.7128118,0.42074883,0.1340231,-0.5581294,-0.44918454,1.0,-3.938243,12.888
2018-01-05 19:00:00,-0.43511277,0.14468612,0.26860118,0.1340231,-0.19684373,-0.44869703,1.0,-0.47880706,13.9003
2018-01-05 20:00:00,-0.450712,-0.023651874,0.30000138,0.1340231,-0.5581294,-0.44864938,1.0,6.5920596,13.74
2018-01-05 21:00:00,-0.3669918,0.60389435,0.28048074,0.1340231,-0.5581294,-0.44282904,1.0,6.4826164,13.8819
2018-01-05 22:00:00,-0.3336086,0.9587635,0.9397933,0.1340231,-0.56315166,-0.4343664,1.0,1.636674,14.9005
2018-01-05 23:00:00,-0.36013162,1.0810891,1.2245395,0.1340231,-0.56315166,-0.43536627,1.0,2.6465833,16.25
2018-01-06 00:00:00,-0.3936896,0.78133774,0.68959165,0.1340231,-0.5581294,-0.43615907,1.0,7.2167654,14.8908
2018-01-06 01:00:00,-0.29305935,1.1377053,1.260278,0.1340231,-0.56315166,-0.42293367,1.0,4.74062,16.1006
2018-01-06 02:00:00,-0.34156114,1.1761642,1.8074557,1.2945459,-0.56315166,-0.42257822,1.0,-13.903156,17.5113
2018-01-06 03:00:00,-0.34973216,1.1330693,1.2007221,0.1340231,-0.56315166,-0.4322072,1.0,2.286829,16.1121
2018-01-06 04:00:00,-0.41125512,0.71523315,0.80192566,0.1340231,-0.19936137,-0.42933634,1.0,-9.023507,15.9561
2018-01-06 05:00:00,-0.40430757,0.82888013,0.95025253,0.1340231,-0.56315166,-0.4351211,1.0,-4.7470074,16.201
2018-01-06 06:00:00,-0.44345856,0.46852443,1.0042055,0.1340231,-0.56315166,-0.43282023,1.0,-5.460741,16.1
2018-01-06 07:00:00,-0.42012528,0.21183003,1.251439,0.1340231,-0.56315166,-0.43885547,1.0,1.5553514,15.4552
2018-01-06 08:00:00,-0.42156723,0.35147083,0.34638432,0.1340231,-0.5581294,-0.43713462,1.0,-3.3693395,14.8253
2018-01-06 09:00:00,-0.43961337,0.24159253,0.2106936,0.1340231,-0.5581294,-0.43729007,1.0,9.253366,15.6662
2018-01-06 10:00:00,-0.42099917,0.5481012,0.031178437,0.1340231,-0.5581294,-0.43388656,1.0,0.223724,14.9848
2018-01-06 11:00:00,-0.42309657,0.5073692,0.567032,0.1340231,-0.56315166,-0.4333801,1.0,1.8662854,15.6231
2018-01-06 12:00:00,-0.39989436,0.5936567,0.8342779,0.1340231,-0.56315166,-0.4296028,1.0,-2.3442345,16.1003
2018-01-06 13:00:00,-0.38696054,0.85794675,0.9070703,0.1340231,-0.56315166,-0.42687252,1.0,4.3356957,16.2664
2018-01-06 14:00:00,-0.3268358,0.89752907,0.6884163,0.1340231,-0.56315166,-0.41828877,1.0,4.089433,17.4499
2018-01-06 15:00:00,-0.339857,1.0287923,0.59635115,0.1340231,-0.56315166,-0.41419095,1.0,3.0184214,18.4999
2018-01-06 16:00:00,-0.4098132,0.69064337,1.4166172,0.1340231,-0.56315166,-0.41959208,1.0,7.5292025,17.9998
2018-01-06 17:00:00,-0.36179206,0.8076449,0.23351109,0.1340231,-0.56315166,-0.41386425,1.0,8.898497,17.5565
2018-01-06 18:00:00,-0.21248522,1.5359627,1.3677181,0.1340231,-0.56315166,-0.3955233,1.0,-4.01543,19.7001
2018-01-06 19:00:00,-0.38333383,1.1309904,1.261836,0.1340231,-0.56315166,-0.39904323,1.0,4.5677094,21.5
2018-01-06 20:00:00,-0.3956559,0.8016712,-0.52271724,0.1340231,-0.56315166,-0.39843047,1.0,4.805106,20.0111
2018-01-06 21:00:00,-0.29948255,1.2855278,1.0167218,0.1340231,-0.56315166,-0.38504112,1.0,-2.4847867,21.9991
2018-01-06 22:00:00,-0.3549756,1.3487681,1.1631906,0.1340231,-0.55315465,-0.38805515,1.0,-4.161084,22.04
2018-01-06 23:00:00,-0.41103664,0.8294312,0.4840686,0.1340231,-0.56315166,-0.38785192,1.0,-3.918104,22.1118
2018-01-07 00:00:00,-0.3818482,0.95375806,1.2262841,0.1340231,-0.56315166,-0.39215598,1.0,6.224178,22.6
2018-01-07 01:00:00,-0.40924513,0.8132191,1.0150288,0.1340231,-0.56315166,-0.39598715,1.0,0.84127706,20.775
2018-01-07 02:00:00,-0.3854749,0.9165175,1.6517998,0.1340231,-0.55315465,-0.40285182,1.0,7.3118753,20.9
2018-01-07 03:00:00,-0.3948257,0.87142164,0.998858,0.1340231,-0.56315166,-0.40402135,1.0,5.093989,19.15
2018-01-07 04:00:00,-0.36821526,1.0364381,0.91477877,0.1340231,-0.56315166,-0.39484084,1.0,2.9792192,20.5005
2018-01-07 05:00:00,-0.42060593,0.83935493,1.1369454,0.1340231,-0.56315166,-0.39610925,1.0,-6.2378216,21.25
2018-01-07 06:00:00,-0.40806538,0.68411064,1.2805337,0.1340231,-0.56315166,-0.4033997,1.0,5.643911,20.684
2018-01-07 07:00:00,-0.4300878,0.2921397,1.1211542,0.1340231,-0.56315166,-0.4032749,1.0,-0.8769287,19.5701
2018-01-07 08:00:00,-0.44603658,0.10853636,0.7497363,0.1340231,-0.56315166,-0.40303606,1.0,3.387085,20.0263
2018-01-07 09:00:00,-0.37184197,0.46921843,-0.045615856,0.1340231,-0.56315166,-0.39325148,1.0,-4.0401483,20.7
2018-01-07 10:00:00,-0.40373954,0.6474068,1.3401505,0.1340231,-0.56315166,-0.39404318,1.0,2.6630554,21.75
2018-01-07 11:00:00,-0.4292576,0.17442946,0.44440708,0.1340231,-0.56315166,-0.39224017,1.0,-3.297578,21.2504
2018-01-07 12:00:00,-0.44101164,0.224929,0.18192811,0.1340231,-0.56315166,-0.39191875,1.0,0.16201289,21.998
2018-01-07 13:00:00,-0.4385647,0.07136829,0.9197059,0.1340231,-0.56315166,-0.3952486,1.0,2.270131,21.5001
2018-01-07 14:00:00,-0.42038745,0.37833038,0.57301503,0.1340231,-0.56315166,-0.39844596,1.0,-2.607483,20.9499
2018-01-07 15:00:00,-0.4124349,0.41908482,0.83327746,0.1340231,-0.56315166,-0.40244657,1.0,-4.3014336,20.4302
2018-01-07 16:00:00,-0.40299672,0.5296597,1.075759,0.1340231,-0.56315166,-0.40797693,1.0,-0.3408209,20.1033
2018-01-07 17:00:00,-0.3865673,0.667362,0.7346253,0.1340231,-0.56315166,-0.40834218,1.0,-0.20486245,19.1985
2018-01-07 18:00:00,-0.39063096,0.71642876,1.0353444,0.1340231,-0.56315166,-0.41447946,1.0,-0.47048748,18.5995
2018-01-07 19:00:00,-0.4309617,0.43411198,0.89296097,0.1340231,-0.55315465,-0.4137676,1.0,-0.619199,18.7493
2018-01-07 20:00:00,-0.44184184,0.28860223,0.74950963,0.1340231,-0.56315166,-0.41523278,1.0,5.7953796,18.49
2018-01-07 21:00:00,-0.40837124,0.66558874,0.68806314,0.1340231,-0.56315166,-0.40925714,1.0,4.7079897,18.95
2018-01-07 22:00:00,-0.43515646,0.5493281,0.5773006,0.1340231,-0.56315166,-0.4117305,1.0,-1.2176126,18.76
2018-01-07 23:00:00,-0.4442888,0.13707338,1.2865609,0.1340231,-0.56315166,-0.41381103,1.0,0.09287696,18.7
2018-01-08 00:00:00,-0.43170452,0.26635578,0.89834726,0.1340231,-0.56315166,-0.4126976,1.0,0.8520869,18.5375
2018-01-08 01:00:00,-0.4068419,0.6087249,1.4577831,0.1340231,-0.55315465,-0.4157281,1.0,0.7094114,18.5523
2018-01-08 02:00:00,-0.4292576,0.10448151,0.04089458,0.1340231,-0.56315166,-0.41717067,1.0,-1.3289915,18.0501
2018-01-08 03:00:00,-0.41754726,0.05473485,1.1655257,0.1340231,-0.56315166,-0.4194185,1.0,-5.5503335,18.1755
2018-01-08 04:00:00,-0.38966966,0.70558685,0.94609433,0.1340231,-0.55315465,-0.42335162,1.0,-2.8309715,17.48
2018-01-08 05:00:00,-0.39880198,0.40260553,0.59301126,0.1340231,-0.56315166,-0.42144966,1.0,0.4725403,17.2
2018-01-08 06:00:00,-0.42078072,0.34616914,0.700944,0.1340231,-0.56315166,-0.41585487,1.0,-3.5700867,18.35
2018-01-08 07:00:00,-0.4320541,0.023502657,0.012483621,0.1340231,-0.56315166,-0.41867673,1.0,-3.4691086,18.1109
2018-01-08 08:00:00,-0.43725383,0.35011557,1.0773345,0.1340231,-0.56315166,-0.42004752,1.0,-1.1393081,17.7976
2018-01-08 09:00:00,-0.38294056,0.6905535,0.5120484,0.1340231,-0.55315465,-0.4245556,1.0,6.9789996,17.3999
2018-01-08 10:00:00,-0.39976326,0.60635465,-0.31932867,0.1340231,-0.56315166,-0.42237777,1.0,2.091476,16.6958
2018-01-08 11:00:00,-0.43908903,0.019144086,-0.016789105,0.1340231,-0.56315166,-0.4194443,1.0,-1.6564618,17.7017
2018-01-08 12:00:00,-0.45591173,0.089403845,0.9272994,0.1340231,-0.55315465,-0.41931108,1.0,-2.1847446,17.8258
2018-01-08 13:00:00,-0.41073078,0.68756634,1.1341904,0.1340231,-0.56315166,-0.42487237,1.0,-5.490729,17.7555
2018-01-08 14:00:00,-0.32709798,0.8933942,1.3043002,0.1340231,-0.56315166,-0.43251467,1.0,11.161701,16.6262
2018-01-08 15:00:00,-0.23428918,1.1646276,1.2154149,0.1340231,-0.56315166,-0.43177643,1.0,7.329865,14.5027
2018-01-08 16:00:00,-0.3641079,0.71992475,0.23797631,0.1340231,-0.56315166,-0.42286786,1.0,-1.5772408,16.4501
2018-01-08 17:00:00,-0.41177946,0.6775262,0.79365134,0.1340231,-0.56315166,-0.4200679,1.0,0.59472686,17.904
2018-01-08 18:00:00,-0.43520015,0.31546178,-0.2169721,0.1340231,-0.56315166,-0.41786906,1.0,-1.6496184,17.8199
2018-01-08 19:00:00,-0.4265048,0.2223565,0.120130636,0.1340231,-0.56315166,-0.41508803,1.0,-4.826079,18.1479
2018-01-08 20:00:00,-0.39277202,0.8777455,1.1599053,0.1340231,-0.56315166,-0.41551712,1.0,-0.4796821,19.0998
2018-01-08 21:00:00,-0.43506908,0.53845197,1.0678542,0.1340231,-0.55315465,-0.41373748,1.0,-1.5659463,18.4216
2018-01-08 22:00:00,-0.42960715,0.36458644,0.6825107,0.1340231,-0.55315465,-0.4158211,1.0,0.7573637,18.3804
2018-01-08 23:00:00,-0.4348506,0.44708595,0.7942192,0.1340231,-0.56315166,-0.4175139,1.0,1.5620652,18.0875
2018-01-09 00:00:00,-0.4312676,0.07890206,-0.033040386,0.1340231,-0.55315465,-0.41475663,1.0,3.4920347,18.04
2018-01-09 01:00:00,-0.39255354,0.7177661,0.8341973,0.1340231,-0.56315166,-0.41095686,1.0,2.3714113,19.0994
2018-01-09 02:00:00,-0.41094926,0.35782677,0.23792216,0.1340231,-0.56315166,-0.40842098,1.0,-1.5783304,18.9907
2018-01-09 03:00:00,-0.37642998,0.6731173,1.0677458,0.1340231,-0.56315166,-0.403782,1.0,-3.704073,19.9402
2018-01-09 04:00:00,-0.41741616,0.302375,0.48728958,0.1340231,-0.56315166,-0.40801907,1.0,2.2101114,19.4026
2018-01-09 05:00:00,-0.40518147,0.46268606,1.1970298,0.1340231,-0.56315166,-0.41113698,1.0,1.6062304,19.25
2018-01-09 06:00:00,-0.43231627,0.35791096,1.2118131,0.1340231,-0.56315166,-0.4145488,1.0,2.4154596,18.6602
2018-01-09 07:00:00,-0.43843362,-0.30557075,-0.656221,0.1340231,-0.56315166,-0.41344687,1.0,-0.15787378,18.247
2018-01-09 08:00:00,-0.42685434,0.21361262,0.08435325,0.1340231,-0.55315465,-0.40976235,1.0,-1.878584,19.0801
2018-01-09 09:00:00,-0.43799666,-0.009717706,0.45830894,0.1340231,-0.56315166,-0.41361108,1.0,-1.271304,18.7999
2018-01-09 10:00:00,-0.4030404,0.37599036,1.4837731,0.1340231,-0.56315166,-0.41858763,1.0,-2.183712,18.3404
2018-01-09 11:00:00,-0.40775952,0.28926367,0.41919398,0.1340231,-0.56315166,-0.41717973,1.0,-0.29274517,17.7103
2018-01-09 12:00:00,-0.4282963,0.2952122,0.4392485,0.1340231,-0.56315166,-0.41756788,1.0,-3.3362832,18.3399
2018-01-09 13:00:00,-0.3910679,0.5366246,1.20178,0.1340231,-0.56315166,-0.42170805,1.0,0.3546806,18.1709
2018-01-09 14:00:00,-0.39548114,0.4842138,0.23880789,0.1340231,-0.56315166,-0.4236688,1.0,1.6695664,16.99
