date,Count,HL,OC,upper_shadow,lower_shadow,VWAP,Target,Open
2020-01-01 20:00:00,11809.0,3.6798413,-0.16896756,3.313813,2.6200795,7227.6074,0.049750432,7223.5264
2020-01-01 21:00:00,12384.0,3.7787616,-0.28650618,3.5054195,2.4748464,7227.6973,0.113585904,7230.73
2020-01-01 22:00:00,24245.0,3.851102,-0.13444835,3.631968,2.764807,7204.498,-0.029320797,7229.753
2020-01-01 23:00:00,17349.0,3.7485535,-0.032807637,3.448079,2.7304854,7184.436,-0.09550986,7190.235
2020-01-02 00:00:00,12754.0,3.6933215,-0.31492895,3.2455862,2.5613747,7190.9595,-0.45857608,7191.1353
2020-01-02 01:00:00,13681.0,3.7654583,-0.37511984,3.4471002,2.783032,7187.7676,-1.1317651,7200.1045
2020-01-02 02:00:00,32143.0,3.8164039,-0.28728855,3.361775,2.811113,7155.596,-0.6020597,7184.326
2020-01-02 03:00:00,35893.0,3.663335,0.038694922,3.2950952,2.7370527,7141.8184,1.4274559,7161.6533
2020-01-02 04:00:00,26634.0,3.7469447,0.10757558,3.3035114,2.8422487,7134.8467,0.3330259,7115.657
2020-01-02 05:00:00,15589.0,3.7186365,-0.09713034,3.284927,2.7219505,7130.8184,0.46464983,7130.6216
2020-01-02 06:00:00,16260.0,3.7159076,-0.14218815,3.486111,2.6723623,7129.2646,-1.1991247,7127.077
2020-01-02 07:00:00,30145.0,3.8777125,-0.07802639,3.4860063,2.861531,7109.127,0.98698246,7123.9277
2020-01-02 08:00:00,22834.0,3.8193,-0.0006716167,3.4344912,2.7431056,7128.537,-0.05348236,7097.511
2020-01-02 09:00:00,16768.0,3.833104,-0.17364497,3.4843302,2.9034424,7138.859,0.4453409,7141.7886
2020-01-02 10:00:00,24218.0,3.835784,0.021090733,3.4464004,2.6133747,7158.2476,-0.00384849,7151.403
2020-01-02 11:00:00,18441.0,3.7916722,-0.11054225,3.5290854,2.5645738,7146.9995,0.49078214,7153.6943
2020-01-02 12:00:00,19501.0,3.7321556,-0.15412964,3.5475612,2.5127146,7145.579,-0.37203935,7134.5503
2020-01-02 13:00:00,31423.0,3.8014219,0.113680206,3.5222304,2.545378,7130.9478,0.2612318,7150.097
2020-01-02 14:00:00,28061.0,3.7551904,0.2532842,3.615329,2.4248288,7129.453,0.36696127,7125.5156
2020-01-02 15:00:00,20781.0,3.8316867,-0.17395356,3.6045234,2.602183,7128.226,-0.47549647,7131.1187
2020-01-02 16:00:00,59871.0,3.8999965,0.036845908,3.5304737,2.4544172,7100.8213,-1.2749437,7125.4897
2020-01-02 17:00:00,105949.0,4.144503,0.4129017,3.7689598,2.8613355,6962.6543,0.85354394,7042.754
2020-01-02 18:00:00,28092.0,4.0150642,0.18871151,3.664763,2.7764874,6965.524,0.4102424,6965.054
2020-01-02 19:00:00,29257.0,3.9092789,0.092109986,3.6800885,2.6781814,6975.4683,-0.09908261,6971.31
2020-01-02 20:00:00,24669.0,3.98619,-0.11906517,3.76314,2.632935,6958.9,0.71153176,6980.0386
2020-01-02 21:00:00,18149.0,3.9144948,-0.15948366,3.6471007,2.6226,6960.9346,0.40538263,6945.267
2020-01-02 22:00:00,17509.0,3.8370056,-0.47766557,3.6743085,2.4000237,6966.1353,-0.57911116,6971.646
2020-01-02 23:00:00,19794.0,3.7516975,-0.14041875,3.5055954,2.1690538,6960.4253,-0.42476737,6968.73
2020-01-03 00:00:00,28078.0,3.802097,-0.17840284,3.6150005,2.2881255,6945.899,0.6205991,6960.0044
2020-01-03 01:00:00,40578.0,3.9148993,-0.11820395,3.6282136,2.559526,6919.854,0.36735246,6933.6245
2020-01-03 02:00:00,47851.0,3.9701157,0.44569662,3.6564627,2.484174,6929.2905,0.4938243,6884.3257
2020-01-03 03:00:00,23838.0,3.9381254,-0.08058035,3.7356446,2.3115294,6949.994,0.5333337,6955.0786
2020-01-03 04:00:00,134868.0,4.182396,0.80117023,5.1745596,2.5210302,7058.3076,-0.12640567,6952.01
2020-01-03 05:00:00,52162.0,4.185911,0.63925076,4.0881076,2.6693215,7194.1597,0.80366725,7210.667
2020-01-03 06:00:00,39469.0,3.9105074,0.2232584,3.7125115,2.20748,7205.733,0.3579119,7217.09
2020-01-03 07:00:00,41278.0,3.8536377,0.37139657,3.8202846,1.762444,7213.4478,-0.19295989,7202.417
2020-01-03 08:00:00,65319.0,3.9128277,0.37214223,3.8265269,2.0046291,7234.352,1.7514361,7202.17
2020-01-03 09:00:00,83733.0,3.9432564,0.5969072,3.8832235,2.3199146,7305.8706,2.4629781,7261.3174
2020-01-03 10:00:00,60943.0,3.9677377,0.5341282,3.7172334,2.4814827,7325.0796,1.1604465,7348.3843
2020-01-03 11:00:00,32618.0,3.8782847,0.3118637,3.696589,2.259074,7326.731,-0.9000116,7312.144
2020-01-03 12:00:00,32096.0,3.8802903,0.17188597,3.732798,2.3040001,7329.935,-0.06507187,7339.3457
2020-01-03 13:00:00,34581.0,3.8105886,0.1810852,3.8492641,1.9828855,7329.6533,0.5165598,7324.279
2020-01-03 14:00:00,62038.0,3.8608475,0.2513924,3.7801867,2.0451064,7268.093,0.47860894,7350.776
2020-01-03 15:00:00,38261.0,3.7494392,0.3250674,3.651533,1.9931844,7276.969,-0.56561667,7257.153
2020-01-03 16:00:00,80320.0,3.9334607,0.93684894,4.324398,1.9121432,7355.7866,-0.6883279,7321.7773
2020-01-03 17:00:00,46781.0,3.7486794,0.3559572,3.6876335,1.8666054,7362.4204,0.009808818,7392.592
2020-01-03 18:00:00,30207.0,3.6794906,0.206741,3.46511,1.7977636,7352.838,0.4283964,7360.22
2020-01-03 19:00:00,44564.0,3.7865744,0.40013492,3.5785015,1.767376,7326.4585,-0.9754054,7343.906
2020-01-03 20:00:00,34184.0,3.7348094,0.33663186,3.5652597,1.8128569,7329.2476,1.227441,7341.4185
2020-01-03 21:00:00,34186.0,3.70539,0.18983246,3.6053731,1.1917895,7315.4897,0.4214258,7319.664
2020-01-03 22:00:00,39020.0,3.7941408,0.25490132,3.64096,2.1216297,7282.5205,0.22744966,7279.2056
2020-01-03 23:00:00,33324.0,3.8343432,0.10367541,3.6948187,2.1688304,7321.4917,-0.45743152,7303.6284
2020-01-04 00:00:00,29135.0,3.788219,0.11705653,3.6191452,1.9782363,7316.8623,1.4757564,7344.086
2020-01-04 01:00:00,20895.0,3.748471,0.04896762,3.639268,1.6524451,7303.6553,-0.29470003,7307.78
2020-01-04 02:00:00,20875.0,3.6364424,-0.04797125,3.5221581,1.3866605,7310.4243,0.2729228,7309.1826
2020-01-04 03:00:00,21224.0,3.6097615,0.046337623,3.5344703,1.4686257,7330.049,0.62403595,7326.5117
2020-01-04 04:00:00,18515.0,3.6114144,-0.18178411,3.473821,1.9922526,7327.2476,0.4574899,7333.85
2020-01-04 05:00:00,25675.0,3.4899135,0.09086073,3.545957,1.2858318,7342.304,-0.56821716,7333.8013
2020-01-04 06:00:00,22122.0,3.6702466,-0.19865051,3.5891993,1.947165,7352.503,-2.472473,7344.5625
2020-01-04 07:00:00,26805.0,3.5494204,0.060244966,3.5505095,0.7663305,7348.5146,1.1653907,7356.5146
2020-01-04 08:00:00,19914.0,3.494068,-0.0054140002,3.464484,0.6739206,7347.615,0.75385106,7348.33
2020-01-04 09:00:00,20213.0,3.5503044,-0.13036336,3.4620671,1.5588639,7349.1245,1.378463,7347.798
2020-01-04 10:00:00,29444.0,3.7989085,-0.24225159,3.6346908,1.9382778,7355.544,2.3304865,7362.0347
2020-01-04 11:00:00,25173.0,3.7297122,0.27948752,3.6605399,1.9071525,7329.0176,1.6344627,7316.8257
2020-01-04 12:00:00,19664.0,3.760936,-0.13583656,3.6667492,1.5692871,7325.2993,-0.89098537,7337.1206
2020-01-04 13:00:00,27553.0,3.8426137,0.064792186,3.6925714,1.9594893,7308.366,1.1153096,7310.5684
2020-01-04 14:00:00,22665.0,3.7872634,-0.048718642,3.5663917,2.3491406,7309.8857,-0.40728402,7300.393
2020-01-04 15:00:00,21277.0,3.7668333,-0.09303465,3.5229511,2.402236,7316.806,-1.896882,7315.1094
2020-01-04 16:00:00,24365.0,3.7554166,-0.09839145,3.5380964,2.3242242,7309.8877,-0.14019822,7320.7417
2020-01-04 17:00:00,24607.0,3.7275686,0.10968531,3.578188,2.1997712,7325.3228,-1.0537918,7308.506
2020-01-04 18:00:00,63441.0,3.6204202,0.43327156,3.4472091,2.0217156,7338.5615,-0.9664196,7348.276
2020-01-04 19:00:00,37317.0,3.6658654,0.27029398,3.3208575,2.3490007,7315.187,-0.8595041,7302.373
2020-01-04 20:00:00,27611.0,3.6519344,-0.07736203,3.4592297,2.3865564,7335.197,0.25213212,7331.213
2020-01-04 21:00:00,21541.0,3.539174,-0.0986055,3.4056957,2.0307276,7348.5093,0.3004357,7338.95
2020-01-04 22:00:00,15826.0,3.3973913,-0.4285409,3.2083716,1.6477568,7348.9966,0.35187137,7349.693
2020-01-04 23:00:00,17173.0,3.2595088,-0.13755271,2.968284,1.5588639,7348.132,0.26793072,7348.56
2020-01-05 00:00:00,32732.0,3.3764398,0.4670071,3.0754745,1.7936294,7373.7236,1.5921329,7355.3784
2020-01-05 01:00:00,86838.0,3.6712234,0.84630084,3.621211,1.9099765,7434.747,-0.93891263,7373.853
2020-01-05 02:00:00,35959.0,3.6044204,0.282198,3.3943872,1.9955105,7452.953,0.09468473,7460.3516
2020-01-05 03:00:00,27136.0,3.3753107,0.10265627,3.169862,1.7826853,7459.155,0.58279383,7445.587
2020-01-05 04:00:00,32641.0,3.4098837,-0.08584733,3.3331108,1.4785815,7459.3955,0.5112285,7477.25
2020-01-05 05:00:00,19777.0,3.4460042,-0.07091079,3.3151622,1.0565621,7458.287,-1.2117013,7457.287
2020-01-05 06:00:00,24066.0,3.4912057,0.048382863,3.3943872,1.2041681,7460.1533,0.62026846,7461.26
2020-01-05 07:00:00,20663.0,3.2701185,0.050767858,3.2196372,1.0290263,7458.748,0.6218389,7461.49
2020-01-05 08:00:00,30414.0,3.3128436,-0.05646051,3.3531027,0.4543793,7451.092,0.021329032,7468.1655
2020-01-05 09:00:00,28258.0,3.3658476,0.13260208,3.3020027,0.4318078,7426.578,-0.4655544,7430.398
2020-01-05 10:00:00,17062.0,3.1771166,-0.087621175,3.268354,0.29872924,7423.5215,-1.1788677,7429.72
2020-01-05 11:00:00,18814.0,3.1698716,-0.17536382,3.157125,0.4484722,7428.55,-0.33885053,7418.504
2020-01-05 12:00:00,24228.0,3.0978835,-0.17630309,3.13664,0.83790684,7444.3823,-0.81065667,7427.0776
2020-01-05 13:00:00,25640.0,3.071297,0.021861477,3.0320048,1.1179552,7442.0713,-0.6552052,7459.186
2020-01-05 14:00:00,18477.0,2.839722,-0.13652088,2.8221226,1.1134753,7438.2637,-1.2480733,7434.2485
2020-01-05 15:00:00,40646.0,2.9156966,0.039953962,2.7196043,1.233323,7453.0693,-2.2678046,7434.236
2020-01-05 16:00:00,35082.0,3.1636777,0.22935253,3.1211038,1.4635538,7467.3286,-0.18431851,7467.503
2020-01-05 17:00:00,21873.0,3.1213572,-0.04824454,2.9409895,1.389098,7462.587,-0.24141185,7462.0684
2020-01-05 18:00:00,23413.0,3.1662366,0.13039967,3.0263855,1.4453093,7445.042,-0.2642541,7465.6426
2020-01-05 19:00:00,19156.0,2.63022,-0.14223598,2.7978113,1.4397703,7439.366,0.9449037,7437.113
2020-01-05 20:00:00,15695.0,2.5331066,-0.17281312,2.5335884,1.0337265,7433.343,0.15478319,7442.28
2020-01-05 21:00:00,36641.0,2.7237856,0.21455179,2.4139676,1.1935673,7400.1333,-0.13731144,7430.6113
2020-01-05 22:00:00,39256.0,2.9694667,0.13880113,2.9108582,1.3328916,7352.694,-0.15424554,7365.6274
2020-01-05 23:00:00,30500.0,2.782195,0.3207017,2.5989935,1.4671631,7348.9966,0.95695174,7352.276
2020-01-06 00:00:00,27024.0,2.9072058,0.025706774,2.7354703,1.5772859,7362.2534,0.10754848,7356.4517
2020-01-06 01:00:00,34967.0,3.042322,0.27688548,2.7594101,1.5334803,7383.5825,3.144724,7377.247
2020-01-06 02:00:00,93446.0,3.2147975,0.8762108,3.5164888,1.1773019,7499.219,-2.1914124,7422.0645
2020-01-06 03:00:00,64327.0,3.2550507,0.49056694,3.0025935,1.6982462,7528.3237,-0.5035549,7549.8887
2020-01-06 04:00:00,31253.0,3.0831072,0.26411918,2.9903467,1.1830025,7531.158,0.15893818,7541.564
2020-01-06 05:00:00,29114.0,3.1281426,0.18804549,2.9846852,1.5438572,7518.0347,-0.28194204,7530.5645
2020-01-06 06:00:00,20477.0,2.9787238,-0.39671817,2.8774579,1.6940376,7519.9277,0.28041682,7528.7256
2020-01-06 07:00:00,19654.0,2.918103,-0.023576885,2.9885533,1.0382317,7518.771,-0.894187,7517.087
2020-01-06 08:00:00,28546.0,2.8010988,0.0997199,2.620435,1.3235772,7528.398,-1.0419618,7509.562
2020-01-06 09:00:00,35375.0,2.8945742,0.06278126,2.7335365,1.1259056,7530.5435,-0.24928164,7548.1685
2020-01-06 10:00:00,35152.0,2.9483862,0.12876607,2.860749,1.6478508,7546.808,1.2046118,7548.2827
2020-01-06 11:00:00,36674.0,3.0835829,0.17648356,2.8166769,1.4053979,7550.5723,-0.304381,7560.3887
2020-01-06 12:00:00,29510.0,2.8495193,0.11163667,2.6255386,1.4112489,7548.6245,1.0689952,7542.5767
2020-01-06 13:00:00,55240.0,2.9265025,-0.017548652,3.847672,1.2499689,7556.598,-0.9566686,7557.6436
2020-01-06 14:00:00,34801.0,2.955683,0.13663295,2.8986921,1.376604,7537.8228,0.024603475,7523.595
2020-01-06 15:00:00,25905.0,3.0152483,-0.008472401,2.8605533,1.3851951,7533.273,-1.5349379,7545.84
2020-01-06 16:00:00,31826.0,3.1090338,0.1286103,2.9502811,1.5088403,7530.8853,-0.2884828,7521.727
2020-01-06 17:00:00,24935.0,2.8053238,-0.083807625,2.5706422,1.5048367,7547.411,0.33351567,7528.6343
2020-01-06 18:00:00,20360.0,2.8533456,-0.04905957,2.5177279,1.5162641,7542.691,-0.040950797,7556.9673
2020-01-06 19:00:00,21528.0,2.826985,-0.20610327,2.5659254,1.432337,7534.3364,-0.7460841,7532.0635
2020-01-06 20:00:00,21788.0,2.8470874,-0.11508937,2.7167685,1.4093422,7543.9985,2.1480346,7540.2773
2020-01-06 21:00:00,37406.0,2.6736038,0.40638462,3.3740752,0.9292918,7576.8467,3.1755288,7550.1826
2020-01-06 22:00:00,103594.0,3.2333722,0.90061575,3.8672667,1.1076856,7666.6313,1.6896019,7578.5586
2020-01-06 23:00:00,74825.0,3.0959036,0.71442854,3.7212596,1.011956,7757.164,6.5393767,7715.6787
2020-01-07 00:00:00,173521.0,3.8013954,1.1867155,3.582406,1.064677,7887.568,0.39611322,7761.0
2020-01-07 01:00:00,57371.0,3.3219364,0.49239028,3.244654,1.7036822,7893.0796,-1.2344764,7887.011
2020-01-07 02:00:00,46682.0,3.2549818,0.24300195,3.0144763,1.5022311,7917.7793,0.14819285,7906.3213
2020-01-07 03:00:00,34587.0,2.726726,0.11787696,3.0430799,1.0524797,7904.0615,0.3620099,7898.3057
2020-01-07 04:00:00,46336.0,2.8080726,0.24522187,2.6125154,0.74198383,7871.7,-0.042951673,7896.81
2020-01-07 05:00:00,30741.0,2.6054864,0.23590352,2.7738392,0.58849174,7862.2393,-0.16297202,7841.824
2020-01-07 06:00:00,22301.0,2.4996545,-0.12812763,2.572918,0.70552146,7866.62,0.11732341,7874.5186
2020-01-07 07:00:00,27629.0,2.3204284,-0.09681559,2.0890994,0.36967602,7875.1855,0.5939326,7873.24
2020-01-07 08:00:00,30706.0,2.4017706,0.1765861,2.1087918,0.5290185,7884.8936,-0.46473795,7879.2314
2020-01-07 09:00:00,23471.0,2.3110452,-0.17364053,2.232301,0.67516416,7873.486,-0.001555926,7881.7383
2020-01-07 10:00:00,23825.0,2.1295936,-0.19702548,2.2816148,0.14222156,7872.0444,1.152356,7857.1826
2020-01-07 11:00:00,59296.0,2.6554382,0.58942777,2.795726,0.32764432,7918.167,2.1019008,7885.696
2020-01-07 12:00:00,49109.0,2.8165832,0.4182569,2.601749,1.1042928,7881.8496,1.0085576,7896.049
2020-01-07 13:00:00,46739.0,2.6559603,0.19174221,2.9053416,0.38806194,7842.865,0.17714119,7870.6343
2020-01-07 14:00:00,36763.0,2.6627398,0.24274564,2.585029,0.3940065,7864.7144,-1.1531762,7851.113
2020-01-07 15:00:00,70235.0,2.8963232,0.34516656,3.6079044,1.0675354,7810.5845,4.281468,7848.941
2020-01-07 16:00:00,81791.0,3.3276165,0.9092589,4.3028173,1.3516433,7868.648,-1.638824,7765.97
2020-01-07 17:00:00,52349.0,2.8898988,0.64332587,2.9890695,1.2208703,7926.4854,1.7765744,7916.874
2020-01-07 18:00:00,125783.0,3.2971168,1.0419381,3.7765477,0.9265891,8022.4854,0.22326225,7939.81
2020-01-07 19:00:00,68860.0,3.0985136,0.73601913,2.9042454,1.3025624,8081.463,1.6943073,8041.89
2020-01-07 20:00:00,64815.0,3.1249983,0.8943922,2.7767,1.279332,8109.2827,-1.3058938,8074.9985
2020-01-07 21:00:00,77652.0,3.2492893,0.579554,2.964815,1.3161411,8094.3306,1.0918065,8165.3516
2020-01-07 22:00:00,61026.0,2.8624685,0.62666416,3.0124617,0.34956968,8026.959,0.23740524,8020.01
2020-01-07 23:00:00,75340.0,3.0256238,0.74920887,4.0399284,0.47006467,8103.063,9.919572,8047.09
2020-01-08 00:00:00,179295.0,3.7423444,1.6317266,3.7445285,1.7056355,8319.611,-1.6074854,8153.66
2020-01-08 01:00:00,96425.0,3.6151652,0.67923903,3.6400247,1.9600397,8393.323,0.40555727,8438.674
2020-01-08 02:00:00,78282.0,3.303947,0.75128657,3.8630502,1.4304701,8357.068,2.0662932,8371.491
2020-01-08 03:00:00,76187.0,2.9593256,0.71014977,3.0306149,1.2544357,8296.036,-0.03602156,8281.487
2020-01-08 04:00:00,48293.0,2.7602754,0.5697618,2.2010152,0.9911518,8321.8,1.4935935,8302.56
2020-01-08 05:00:00,45646.0,2.7556424,0.4295613,2.4505503,0.74962723,8344.529,-0.5455912,8343.497
2020-01-08 06:00:00,37571.0,2.5547967,0.43640098,2.3659632,0.35950297,8337.614,-0.2175106,8335.04
2020-01-08 07:00:00,48183.0,2.5908926,0.3682928,2.6421218,0.8091926,8320.806,-1.3089756,8338.999
2020-01-08 08:00:00,37927.0,2.550105,0.38484493,2.419934,0.5729197,8302.392,0.040905282,8299.58
2020-01-08 09:00:00,33008.0,2.475499,0.24446493,2.4572659,0.44940722,8300.208,1.3648998,8313.46
2020-01-08 10:00:00,43119.0,2.8804512,0.39459142,2.8999288,0.55738115,8336.022,0.8720587,8298.352
2020-01-08 11:00:00,32362.0,2.7855172,0.42049357,2.682198,0.9846063,8347.801,-0.63912636,8331.379
2020-01-08 12:00:00,43632.0,2.6571577,0.25530553,2.3586035,1.1328502,8320.77,0.82603633,8335.978
2020-01-08 13:00:00,103204.0,3.1592927,0.96154696,4.198728,1.299638,8321.429,-1.9135647,8282.685
2020-01-08 14:00:00,91555.0,3.0291011,0.72905314,2.752366,1.0485518,8308.999,2.984341,8382.496
2020-01-08 15:00:00,64723.0,3.004563,0.4260554,2.9203014,0.2910942,8295.998,-0.058622107,8306.365
2020-01-08 16:00:00,165012.0,3.4815364,0.76840234,3.8311222,1.2558274,8212.437,-3.3968635,8303.492
2020-01-08 17:00:00,90827.0,3.0039208,0.64800286,3.1237922,0.96210027,8071.5166,-0.31810087,8112.6963
2020-01-08 18:00:00,42123.0,2.8236985,0.4916459,2.5169008,0.87948895,8064.0854,2.3381975,8079.613
2020-01-08 19:00:00,58707.0,2.9873996,0.2284868,2.926312,1.2630337,8028.999,-4.207401,8049.844
2020-01-08 20:00:00,108039.0,3.3375134,0.9261839,3.2819424,1.084351,7956.797,-3.989317,7965.8716
2020-01-08 21:00:00,48439.0,3.1800678,0.42268145,2.6604507,1.6529126,8003.3936,-1.5937271,8045.3784
2020-01-08 22:00:00,40993.0,3.0255353,0.39009532,2.861196,1.5294684,8016.773,-0.6403006,8011.037
2020-01-08 23:00:00,54064.0,3.1511586,0.57875293,2.8348205,1.6454045,8066.772,-3.3407123,8069.764
2020-01-09 00:00:00,62667.0,3.1209455,0.7367038,3.2631357,1.200353,7971.6206,-0.716031,8048.33
2020-01-09 01:00:00,39904.0,2.8865302,0.54175514,2.563032,1.043233,7985.67,-0.103330076,7955.046
2020-01-09 02:00:00,26604.0,2.8690493,0.19705632,2.5202842,1.0616417,7995.6245,-0.119557604,7999.2915
2020-01-09 03:00:00,42650.0,2.7560577,0.23396534,2.2313576,0.7832057,7965.0166,-0.68259144,7980.07
2020-01-09 04:00:00,32268.0,2.597445,0.48744625,2.8092616,0.7556083,7955.8003,-0.14299771,7952.4414
2020-01-09 05:00:00,26962.0,2.4192395,0.043822706,2.3794377,0.3336082,7948.522,0.033368543,7967.11
2020-01-09 06:00:00,36659.0,2.6043763,0.2952782,2.2813654,0.8120147,7925.9434,0.11679907,7939.5327
2020-01-09 07:00:00,38204.0,2.527224,0.2614974,2.3432508,0.6656736,7941.732,-1.04417,7911.3643
2020-01-09 08:00:00,27321.0,2.4063804,0.16481613,2.286787,-0.57103324,7935.984,-0.7243043,7946.8643
2020-01-09 09:00:00,55491.0,2.7581918,0.35268357,2.6619518,0.8240812,7891.349,0.2226024,7933.816
2020-01-09 10:00:00,43642.0,2.712777,0.45201457,2.7969775,0.5381824,7899.7515,1.2590941,7873.664
2020-01-09 11:00:00,29722.0,2.5444994,0.31243983,2.2518055,1.0418559,7872.5107,0.67120016,7892.2783
2020-01-09 12:00:00,29928.0,2.5926714,0.29590908,2.3062892,0.68037057,7889.1646,0.2848046,7874.1562
2020-01-09 13:00:00,38110.0,2.5867841,0.3125643,2.6174815,0.30953625,7920.425,0.087393105,7897.6987
2020-01-09 14:00:00,28643.0,2.5836747,0.29999763,2.2105896,1.2745659,7892.846,-0.004507815,7893.4956
2020-01-09 15:00:00,26257.0,2.4540393,0.31384537,2.4709754,0.5662899,7901.836,1.2585245,7883.54
2020-01-09 16:00:00,57237.0,2.9046261,0.4940377,2.6362982,1.1756457,7846.4004,-0.8281444,7902.833
2020-01-09 17:00:00,53249.0,2.7918108,0.57979786,2.6222456,0.8362155,7806.912,0.333782,7819.0786
2020-01-09 18:00:00,27758.0,2.570948,0.49649227,3.4783514,0.9333322,7809.357,-1.2435044,7794.292
2020-01-09 19:00:00,51670.0,2.6569314,0.76982224,2.6725647,0.50160354,7859.894,0.49012324,7810.9873
2020-01-09 20:00:00,85081.0,3.014542,0.7635273,2.9811242,1.0281535,7937.3643,3.4809327,7916.83
2020-01-09 21:00:00,64052.0,3.1357267,0.69468576,2.9185095,1.3098361,7807.823,0.5076109,7818.4775
2020-01-09 22:00:00,32051.0,2.7257307,0.2815127,2.6930952,0.8610835,7822.0083,1.9201238,7788.6523
2020-01-09 23:00:00,31149.0,2.8265388,0.46694785,2.659631,1.2940313,7817.135,-0.0063214866,7808.2607
2020-01-10 00:00:00,28217.0,2.7538261,0.20559233,2.630757,1.4390758,7834.4263,-0.068744905,7817.256
2020-01-10 01:00:00,26614.0,2.7751362,0.0580374,2.4750931,1.5318986,7811.4253,1.8500206,7819.9272
2020-01-10 02:00:00,25855.0,2.918986,0.18235198,2.3568475,1.5156207,7808.26,-0.8089424,7799.724
2020-01-10 03:00:00,29869.0,3.1667504,0.1735182,2.6361234,1.6332726,7798.9556,-0.39382404,7796.7285
2020-01-10 04:00:00,37889.0,3.1090455,0.29916817,2.6340575,1.5956717,7785.468,-0.2572043,7807.8223
2020-01-10 05:00:00,34851.0,3.0045931,0.21277948,2.6995177,1.7480103,7771.3013,-0.63625365,7790.363
2020-01-10 06:00:00,43645.0,3.057054,0.36093238,3.3432517,1.6779358,7743.8013,-0.72513586,7743.11
2020-01-10 07:00:00,30491.0,3.053491,0.088120736,2.741155,2.0504613,7735.649,1.1460426,7742.5327
2020-01-10 08:00:00,56289.0,3.001884,0.19315608,2.6068406,1.6848425,7710.722,0.42780495,7746.04
2020-01-10 09:00:00,38052.0,2.7535052,0.25522196,2.4757092,1.2616519,7722.122,0.23671941,7702.479
2020-01-10 10:00:00,53088.0,2.9490936,0.5107636,2.9371915,0.95291644,7741.3887,0.026397508,7719.138
2020-01-10 11:00:00,76359.0,3.1868932,0.819786,3.0845406,1.1023488,7812.9043,-0.64184326,7768.4253
2020-01-10 12:00:00,60031.0,3.112458,0.6139525,2.9141748,1.638219,7852.602,0.846388,7835.7886
2020-01-10 13:00:00,60347.0,3.0389278,0.48784256,2.8440404,1.154169,7899.1387,1.7909685,7891.5615
2020-01-10 14:00:00,69380.0,3.2618306,0.8624297,3.112234,1.1198691,7922.638,0.022464069,7864.8745
2020-01-10 15:00:00,102062.0,3.370084,1.0111631,3.3946328,1.1699029,8025.1553,0.6920165,7971.149
2020-01-10 16:00:00,112108.0,3.3536584,0.6872732,3.4260647,1.2757937,8020.5293,-0.65856767,8063.127
2020-01-10 17:00:00,55110.0,2.871812,0.47348502,2.6432686,0.6046254,7936.4,2.9810784,7949.4243
2020-01-10 18:00:00,95596.0,3.550149,1.0246462,3.3470905,1.5354801,8052.8906,0.78851813,7965.9614
